name_unqual,cnt
≤ᵢ-resp-≈ᵢ,2
⇨-distribˡ-∨-∧-≥,2
<-decStrictPartialOrder,2
less,2
v<f[argmax]⁺,2
Lex,2
∷<∷-⇔,2
_≡ᵇ_,2
cotake,2
⇒⇔,2
setEnv,2
deleteTrie⁺,2
++-isCommutativeMonoid,2
<-resp₂,2
∩-semilattice,2
sub≡sub,2
pos+pos⇒pos,2
IndexedSetoid,2
createDirectoryIfMissing,2
comm+distrˡ⇒distrʳ,2
[]=⇒lookup,2
↔⇒,2
¬x∷xs↭[],2
tight,2
foldr-∷ʳ,2
space,2
Permutation,2
_≲?_,2
acc-inverse,2
⁻¹-anti-homo-∙,2
map-id-local,2
0≢1+n,2
⊆-isDecPartialOrder,2
intersperse,2
⊂-⊆-trans,2
→⌊_⌋,2
⊔-mono-<,2
boundedSemilattice,2
⊤-≡-isDecEquivalence,2
coeff,2
IsIndexedEquivalence,2
lhs≤rhs,2
showSimple,2
take++drop≡id,2
makeAbsolute,2
dualIsMeetSemilattice,2
∧-complementˡ,2
assoc+distribʳ+idʳ+invʳ⇒zeˡ,2
toColist,2
x∙yz≈y∙xz,2
getCurrentDirectory,2
term₂,2
doesPathExist,2
toSetoidEndo,2
withProgName,2
toFunction,2
Coincident,2
dualBoundedJoinSemilattice,2
gcd-comm,2
x//x≈ε,2
binomialTerm,2
opposite-involutive,2
partitionSumsWith*,2
from₁,2
toAll,2
gcd-zero,2
∧-∨-booleanAlgebra,2
Theseᵣ,2
∈-concat⁺′,2
⇨-curry,2
∸-magma,2
foldableWithDefaults,2
argmin[xs]<argmin[ys]⁺,2
interleave⁺,2
wfRec,2
++-commutativeMonoid,2
IsRightSemimoduleHomomorphism,2
step-↭˘,2
renameDirectory,2
trans-reflʳ,2
IsDistributiveLattice,2
≡-decTotalOrder,2
fromList⁻,2
mergeSort,2
lcm-comm,2
concat⁻∘concat⁺,2
unzipWith+,2
IsLeftModuleMonomorphism,2
wfRecBuilder,2
+-identityʳ-unique,2
separator₂,2
starDestructiveʳ,2
argmin[xs]≤argmin[ys]⁺,2
isRingIsomorphism,2
removeFile,2
toℕ-injective,2
interleave,2
sg-correct,2
de-morgan₂-≥,2
y*lemma,2
`bisim,2
∷ʳ-injectiveʳ,2
foldl-∷ʳ,2
RightInverse,2
-½,2
foldable,2
xy∙z≈yz∙x,2
Linked,2
ε∣ʳ_,2
min≤v⁺,2
_%_,2
printfSpec,2
IsSemiringMonomorphism,2
case₁,2
tell,2
K-preorder,2
isLoopIsomorphism,2
IsNearSemiringHomomorphism,2
∣m∣n⇒∣m+n,2
∙-cancelˡ,2
×-⊎-commutativeSemiring,2
suc-*,2
writer,2
pathIsSymbolicLink,2
subst₂,2
∷⁺ʳ,2
↑≡↑,2
concatMap⁺,2
IsLoopIsomorphism,2
concat↔,2
⁻¹-distrib-∙,2
lookup∘updateAt′,2
take-iterate,2
v<max⁺,2
×-distribʳ-⊎,2
∪-identityʳ,2
∷ʳ-injectiveˡ,2
∈-cartesianProductWith⁻,2
x\\x≈ε,2
def,2
*-mono-≤,2
∷-cong,2
#leaves,2
∪-idempotentCommutativeMonoid,2
showBits,2
zoom,2
reader,2
map⁺∘map⁻,2
p≤q⇒p≤q⊔r,2
IsSemimoduleIsomorphism,2
downwardsClosed,2
InducedPreorder₂,2
⊂-antisym,2
acc,2
min≤⊤,2
x+x≈x⇒x≈0,2
∷↭∷ʳ,2
getTime,2
MaxTriangleInequality,2
≃-go,2
NT,2
partitionSumsWith+,2
doesFileExist,2
⊎-isSemigroup,2
reset,2
p≤p⊔q,2
++-magma,2
Any-catMaybes⁺,2
⌊_⌋⇔,2
mapWith∈⁻,2
findExecutable,2
gcd∣m,2
×-isPartialOrder,2
∩-isMonoid,2
+-identity-unique,2
max≈v⁺,2
put,2
<-dense,2
neg-distrib-⊓-⊔,2
isZero,2
*-cancelˡ-nonZero,2
sum₁,2
checkFilePath,2
Shape,2
monadWriter,2
∨-monotonic,2
argmin-all,2
char,2
∅-⊆,2
xy∙z≈x∙zy,2
inflation,2
pass,2
antisymᵢ,2
∧-∨-isBooleanAlgebra,2
[y-z]x≈yx-zx,2
∉[],2
g,2
KV,2
solve₁,2
lift′,2
lookup-wk-↑⋆-⊙,2
getXdgDirectory,2
map-cong₂,2
rawChoice,2
∈-cartesianProductWith⁺,2
v<min⁺,2
mkPrime,2
insertionSort,2
All-swap,2
concat⁺∘concat⁻,2
removeDirectoryRecursive,2
∈-filter⁻,2
runSumₗT,2
∨-⊥-isMonoid,2
∨-sel,2
runVecT,2
IsNearSemiringIsomorphism,2
∧-distribˡ-∨-≥,2
readProcess,2
id-correct,2
mkZipper,2
*-monoˡ-<,2
∈-deduplicate⁺,2
⌊_⌋←,2
ringHomomorphism,2
IsLeftSemimoduleHomomorphism,2
K-reflexive,2
IsBisemimoduleIsomorphism,2
↭-swap,2
⊠-hom,2
identity+middleFour⇒assoc,2
⇨-unit,2
∧-monotonic,2
S,2
p≤q⇒p≤r⊔q,2
⊂-trans,2
Extensionality,2
U?,2
proj,2
IO,2
lookupAny,2
fromℕ-toℕ,2
∷⊈[],2
IsKleeneAlgebraMonomorphism,2
dualIsBoundedMeetSemilattice,2
∣ˡ-preorder,2
`tail,2
allFin,2
ap-repeatˡ,2
map-alignWith,2
∩-isIdempotentCommutativeMonoid,2
lookup-tabulate,2
map-cong-local,2
f[argmax]≈f[v]⁺,2
<-respects₂,2
∈-concat⁻′,2
↭-reflexive-≋,2
pat-lam,2
isModuleIsomorphism,2
K-isPreorder,2
rawLoop,2
map-const,2
∪-idem,2
trichotomous,2
floor,2
assoc+id+invˡ⇒invʳ-unique,2
failure,2
bound,2
poly≠0,2
LCM,2
concat⁺ʳ,2
∈-concatMap⁻,2
⊆-reflexive-↭,2
*-monoʳ-<,2
⊤-≤-isDecTotalOrder,2
1/pos⇒pos,2
max[xs]≤max[ys]⁺,2
/Var≡/,2
<-strictTotalOrder-≈,2
∪-monoid,2
⇨-cong,2
callProcess,2
starDestructive,2
≤-pred,2
∩-assoc,2
zipWith-assoc,2
p≉0,2
double,2
leaf-injective,2
remove,2
++↔++,2
callCommand,2
⊥≤max,2
∈-cartesianProduct⁺,2
IsLoopHomomorphism,2
showHexa,2
denominatorℕ,2
disjoint,2
_=[_]⇒_,2
×-zeroʳ,2
⊆-respˡ-↭,2
^-*-assoc,2
from₂,2
<-denseLinearOrder,2
⊆∷∧∉⇒⊆,2
foldl-cong,2
Container,2
∉-resp-≋,2
∅?,2
p⊓q≤p,2
fun,2
shifts,2
∪-isBand,2
isRelTo,2
_⋆_,2
splitAt-map,2
map⁻∘map⁺,2
∣ʳ-reflexive,2
Separation,2
*-inverseʳ,2
x∙yz≈z∙yx,2
*-mono-<,2
IsRightSemimoduleMonomorphism,2
⊆′-max,2
f[argmin]≈f[v]⁺,2
∈-applyDownFrom⁺,2
≤ᵢ-respʳ-≈ᵢ,2
InducedRelation₁,2
pred-mono-≤,2
nonZero,2
Disjoint⇒AllAll,2
termSubst,2
Reveal_·_is_,2
∩-comm,2
p≤q⊔p,2
asymmetric,2
p⊓q≤q,2
reverseImplication,2
isMetric,2
IsRingHomomorphism,2
inspect,2
tri₁,2
∪-comm,2
IsQuasigroupHomomorphism,2
_≡?_,2
mapWith∈-cong,2
SK-isEquivalence,2
_∷ᵣ-Sep_,2
take-⊑,2
≤ᵢ-respˡ-≈ᵢ,2
_-Raw-AlmostCommutative⟶_,2
⇨-app,2
padBoth,2
>>=↔,2
⇨-applyʳ,2
BoundedJoinSemilattice,2
⊥↔Any[],2
pred-suc,2
getSymbolicLinkTarget,2
0≤∣p∣,2
K-refl,2
×-distribˡ-⊎,2
IsLattice,2
isRingWithoutOneIsoMorphism,2
"[_,_]",2
¬⊥≈⊤,2
IsLeftSemimoduleIsomorphism,2
_∣0,2
findExecutablesInDirectories,2
getContents,2
is-∅,2
cong₁,2
IsBimoduleMonomorphism,2
exitFailure,2
fromℕ-injective,2
∉∅,2
round,2
Cofin,2
xs⊆xs++ys,2
hSetBuffering,2
∈-resp-↭,2
runStateT,2
kleeneAlgebra,2
getEnvironment,2
min<v⁺,2
p⊔q≤r⇒p≤r,2
readProcessWithExitCode,2
ap-repeatʳ,2
½,2
⇨-drop,2
++-cong,2
¬-involutive,2
sg,2
∙-cancel,2
nontrivial,2
tt,2
decStrictPartialOrder,2
[_]-Order,2
∼ᵢ-respʳ-≈ᵢ,2
length-alignWith,2
≤-decidable,2
lookupₛ,2
isNonAssociativeRing,2
_⊸_,2
Σ-↣,2
IsMeetSemilattice,2
fromBits,2
separated₁,2
argmax,2
×-preorder,2
fromSetoidEndo,2
IsBimoduleIsomorphism,2
IsNearSemiringMonomorphism,2
+zipWith*,2
pos⇒nonNeg,2
doesDirectoryExist,2
0≤p⇒∣p∣≡p,2
∧≤∨,2
min[xs]<min[ys]⁺,2
absolute,2
ordered,2
joinʳ⁺,2
gcd-zeroʳ,2
×-isMagma,2
IsQuasigroupMonomorphism,2
listDirectory,2
zipWith-identityʳ,2
toℕ-cancel-<,2
∩-isSemigroup,2
cong-app,2
sub-commutes-with-renaming,2
assemble,2
commutativeBand,2
mergeAll,2
f[⊥]≤f[argmax],2
joinʳ⁻,2
∣∣p∣∣≡∣p∣,2
x∙yz≈z∙xy,2
⊆-decPoset,2
fromℕ<,2
xy∙z≈z∙xy,2
isSuccessorSetHomomorphism,2
theorem,2
pi,2
propLit,2
xy∙z≈z∙yx,2
List,2
++-comm∘++-comm,2
⊎-monoid,2
swap-there,2
<⇒≯,2
unique?,2
relToSubRelation,2
∣ˡ-isPreorder,2
⊆′-min,2
getUserDocumentsDirectory,2
_=α=_,2
focus,2
*≤*,2
step-↭,2
x≤¬¬x,2
xs⊆ys++xs,2
∩-identityˡ,2
∩-semigroup,2
zipWith-identityˡ,2
catMaybes-↭,2
↧ₙ_,2
cantor,2
∈-concat⁺,2
∩-isSemilattice,2
isIndexedEquivalence,2
zip⁻,2
⊓-mono-<,2
local,2
*-monoˡ-≤,2
renameFile,2
toBits,2
*-distribʳ-∸,2
_[_]=_,2
Any-cong,2
xy∙z≈zy∙x,2
agda-sort,2
⇨-relax,2
_⋉_,2
∈-applyUpTo⁻,2
`head,2
<-respʳ-≡,2
v≤f[argmax]⁺,2
⊡-hom,2
∣n⇒∣m*n,2
0/n≡0,2
x∙yz≈zx∙y,2
κ-hom,2
IsModuleMonomorphism,2
×-isCommutativeMonoid,2
mergePairs,2
⋂,2
∙-cancelʳ,2
Antisymmetric,2
_`∷_,2
setBit,2
Int,2
p⊔q≤r⇒q≤r,2
⌊_⌋→,2
↭-prep,2
id≡id,2
idempotentMonoid,2
IsBisemimoduleHomomorphism,2
<-irreflexive,2
x≤y⇒x⊔y≈y,2
⊎-semigroup,2
lexer,2
successors,2
boundedLattice,2
reverse-involutive,2
∩-abs-∪,2
argmax[xs]≤argmax[ys]⁺,2
LeftInverse,2
p≤q⇒p⊓r≤q,2
unsetEnv,2
commonMultiple,2
Word,2
InducedPreorder₁,2
Productᵣ,2
tri₂,2
toTree,2
∥-reflexive,2
map-mapWith∈,2
joinˡ⁺,2
isKleeneAlgebraIsomorphism,2
∑-permute,2
runReaderT,2
GCD,2
Colist,2
¬⊤≈⊥,2
sub-renaming-commutes,2
de-morgan₂,2
mapₗ,2
semimedial,2
++ˡ⁻,2
getFileSize,2
assocʳ,2
starExpansiveˡ,2
clause,2
++-is-foldr,2
∧-distribˡ-∨-≤,2
⊎-commutativeMonoid,2
∁U-Empty,2
×-commutativeMonoid,2
toList⁻,2
lookup-zipWith,2
∩-identityʳ,2
++-injectiveˡ,2
↥_,2
y≤x⇨y,2
×≈×′,2
SortingAlgorithm,2
fromNeg,2
case₂,2
∈-derun⁺,2
heytingCommutativeRing,2
∧-sel,2
plane,2
lookup-++ʳ,2
∅-Empty,2
p≤q⊓r⇒p≤r,2
≋⇒≡,2
splitExtension,2
quadrilateral₂,2
time,2
lookup-++-<,2
step-swap,2
≡-isPartialOrder,2
i,2
⁺++⁺,2
*-inverseˡ,2
∥-isEquivalence,2
∣ʳ-preorder,2
dualBoundedMeetSemilattice,2
mapWith∈-id,2
Format,2
add,2
⇨-applyˡ,2
∈-++⁻,2
gcd-zeroˡ,2
×-isPreorder,2
∨-idempotent,2
findFilesWith,2
1/-involutive,2
IREL,2
∩-magma,2
deMorgan₁,2
sum₂,2
term₁,2
inhabited⇒empty,2
ι-hom,2
node-injective-key,2
∸-monoʳ-≤,2
^-distrib-*,2
getTemporaryDirectory,2
SK-setoid,2
Any-⊎⁺,2
∷↔,2
+-identityˡ-unique,2
coprime-divisor,2
ask,2
≥-totalOrder,2
↧_,2
swap-transpose-⇨,2
comm+distrʳ⇒distrˡ,2
ΠΠ↔ΠΠ,2
foldr-fusion,2
pos⇒nonZero,2
loopHomomorphism,2
absurd,2
updateAt-updateAt,2
up,2
isLattice₂,2
≡-isTotalOrder,2
nonNeg+nonNeg⇒nonNeg,2
IsLatticeIsomorphism,2
isCancellativeCommutativeSemiring,2
sound,2
Nature,2
∧-isMagmaIsomorphism,2
IsBimoduleHomomorphism,2
⇨-distribˡ-∧-≤,2
fromString,2
semiMedial,2
-‿distribˡ-*,2
[]++⁻¹,2
∈-concatMap⁺,2
op-pure,2
⊆-respʳ-↭,2
step-#-⟨,2
Productₗ,2
does-≡,2
lift₀,2
++-insert,2
scanr*,2
⊂-strictPartialOrder,2
∷ₗ-cospan,2
++ʳ⁻,2
deduplicate-∈⇔,2
insertAt-lookup,2
lookup-++ˡ,2
inits,2
⟨Set⟩,2
∩-monoid,2
⊞-hom,2
IsBooleanAlgebra,2
∩-idem,2
unique,2
seconds,2
All-resp-⊇,2
fromList-++,2
app-↢,2
∩-isCommutativeMonoid,2
greater,2
iterate-id,2
hFlush,2
zipWith-zeroʳ,2
const[_]⟶_,2
fromColist,2
×-zeroˡ,2
∈-map⁻,2
step-prep,2
castˡ,2
lookup-result,2
∈e∙ε-inv,2
×-identity,2
MeetSemilattice,2
concatMap,2
NonTrivial,2
separated₂,2
foldr-universal,2
[]-Sep,2
[]∈e∙f-inv,2
foldr-++,2
View,2
_&_,2
factors,2
not,2
rectangle,2
step-#-⟩,2
∩-idempotentCommutativeMonoid,2
IsLatticeHomomorphism,2
×-comm,2
remainder,2
∩-distribʳ-∪,2
→-cong-↔,2
deleteValue,2
↭-isEquivalence,2
isStrictTotalOrderᶜ,2
inverseʳ-unique,2
×-magma,2
copyFileWithMetadata,2
setCurrentDirectory,2
fracPart,2
`Pointwise,2
*-distrib-∸,2
∑-comm,2
forM′,2
flush,2
position⊸,2
isKleeneAlgebra,2
_[_],2
idempotent,2
binomial,2
middleSemimedial,2
IsRelTo?,2
dualMeetSemilattice,2
×-isSemigroup,2
IsSemimoduleHomomorphism,2
∩-isBand,2
Raw,2
*<*,2
isGroupIsomorphism,2
Any-⊎⁻,2
isUltraMetric,2
unalign,2
drop-*≤*,2
_≢∈_,2
monadReader,2
gcd-greatest,2
drop-*<*,2
copyFile,2
pos*pos⇒pos,2
composition,2
monadError,2
_!,2
↭-setoid,2
suc#-cong,2
mapMaybe-↭,2
toTerm,2
to⁻,2
monadState,2
IsKleeneAlgebraIsomorphism,2
∪-∩-lattice,2
min-mono-⊆,2
BooleanAlgebra,2
∩-identity,2
∣ˡ-refl,2
argmax-all,2
drop-*≡*,2
∪-∩-distributiveLattice,2
linked?,2
comm+assoc⇒middleFour,2
+-minus-telescope,2
lookup⇒[]=,2
≡⇒≋,2
isLatticeIsomorphism,2
IsRightModuleHomomorphism,2
∩-isMagma,2
swap-invol,2
padLeft,2
∪-distribʳ-∩,2
1/neg⇒neg,2
`Pointwise∞,2
printf,2
⊎-identityʳ,2
≡-total,2
opposite,2
*zipWith+,2
findFiles,2
argmax-sel,2
neg-mono-≤,2
drop-map,2
map-injective,2
⊂-isStrictPartialOrder,2
argmin-sel,2
≤-antisymmetric,2
-0#≈0#,2
nonAssociativeRing,2
-raw-almostCommutative⟶,2
IsRelTo,2
IsJoinSemilattice,2
_<+>_,2
∧-⊤-isCommutativeMonoid,2
map-var≡,2
fromCommutativeRing,2
modify,2
mul,2
++-linear,2
IsRightSemimoduleIsomorphism,2
starExpansive,2
x∙yz≈yx∙z,2
++-injective,2
wk≡wk,2
isDistributiveLatticeʳʲᵐ,2
∁∅-Universal,2
step-⟶,2
weaken-sub,2
*-idem,2
∪-isSemilattice,2
dense,2
neg⇒nonPos,2
val,2
IsIndexedPreorder,2
[]-injective,2
+-∸-assoc,2
createDirectory,2
∩-distrib-∪,2
toℕ-mono-≤,2
argmin,2
toList-++,2
dualIsJoinSemilattice,2
∈ε⋆-inv,2
lookup-++-≥,2
_∋_,2
∀[_],2
gcd∣n,2
Zero,2
∣p+q∣≤∣p∣+∣q∣,2
/-cong,2
<⇒≤pred,2
fromCommutativeSemiring,2
identity+middleFour⇒comm,2
set,2
dec⇒recomputable,2
∪-isMagma,2
starExpansiveʳ,2
DistributiveLattice,2
×-identityʳ,2
f[xs]≤f[argmax],2
runWriterT,2
Telescope,2
IsModuleIsomorphism,2
×-zero,2
IsCommutativeMonoidMorphism-syntax,1
rbracket,1
spaces,1
pathSeparator,1
◇⊎↔⊎◇,1
<⁺-transʳ,1
scanr⁺-defn,1
reverse-applyDownFrom,1
lemma₀,1
IsCommutativeBand,1
++-identityʳ-eqFree,1
≅-irrelevant,1
map₂′,1
_∈[_]_,1
TransFlip,1
x≤y⇒y⊓x≈x,1
_≤‴?_,1
-<+,1
laterʳ⁻¹,1
0ℚᵘ,1
<±-irrefl-≡,1
accDescent⁺∧acc⇒infiniteDescentFrom⁺,1
zipWith-idem,1
≈ₖᵥ-trans,1
nonZeroDivisor,1
meta-injective₂,1
*-cancelʳ-/,1
Action,1
MonoidHomomorphism,1
RightDivides,1
RelP,1
Star,1
abs-injective,1
injective⇒existsPivot,1
RightModule,1
BackwardKind,1
≉⇒≢,1
failureFile,1
<-recBuilder,1
toℕ-cancel-InBounds,1
x∣y∧z∣x/y⇒xz∣y,1
Style,1
absurd-clause-injective₂,1
RawIMonadReader,1
_=α=-Clauses_,1
lose∘find,1
partition-defn,1
XdgConfig,1
primTrustMe,1
_*+++_,1
concatMap-pure,1
_⊎-dec_,1
fromStream-⁺++,1
sℕ≤s⁻¹,1
*-annihilates-ιᴹ,1
singleton⁺∘singleton⁻,1
_↑ˡ_,1
returnTC,1
∨-magma,1
RawCoeff,1
⊥₋≈⊥₋,1
IsInvertibleMagma,1
inductive⇒extensional,1
"_,_∶_",1
un&wn⇒cr,1
+-abgp-homo,1
+∣i∣≡i⊎+∣i∣≡-i,1
<∣>-identityˡ,1
alternativeMagma,1
nP′k≡n!/[n∸k]!,1
∈-remove,1
dot-injective,1
pat-lam-injective₂,1
IsMonoidMorphism-syntax,1
debugPrintFmt,1
invertibleˡ⇒invertibleʳ,1
↦,1
isSuccessorSet,1
<₋-respʳ-≈₋,1
WriterTIAlternative,1
record′-injective₁,1
⟨_⟩_≈_,1
Absₐ′,1
unwords,1
m+n≤o⇒m≤o∸n,1
x∸y≤x,1
∈ₖᵥ-lookup⁻,1
zipWith-unzipWith,1
map-removeAt,1
p∩q⊆q,1
accDescent∧acc⇒infiniteDescentFrom,1
_∼ᵢ_,1
getWord64BE,1
0≤‴n,1
_≳⟨_⟩≈_,1
findMonoidNames,1
curry⊤ₙ,1
filter-accept,1
[]-homo,1
SnocView,1
IsCospan,1
to-×,1
NormalForm,1
+-distrib-⊓,1
toForest,1
m+n≤o⇒n≤o,1
0ℙ,1
_⟨∘⟩_,1
minus-suc,1
a*n[divₕ]n≡a,1
"fromℕ≡fromℕ'",1
∃∈-Any∘find,1
sum-↭,1
finToFun,1
0∸m≈0,1
rangle,1
p≤q⇒p⊔q≃q,1
[xy]⋆x≈x[yx]⋆,1
⊎-refl,1
<⁺-transˡ,1
nonPos+neg⇒neg,1
primFloatIsNegativeZero,1
length-iterate,1
⊖-swap,1
m⊓n≡m⇒m≤n,1
inf-injective,1
_=>=_,1
T?,1
*-cancel-<,1
↔-refl,1
m%n≡0⇔n∣m,1
length-++-sucˡ,1
m<n⇒m/n≡0,1
mk↩↪,1
-≤+,1
applyUpTo-∷ʳ,1
Annotated,1
_?>=′_,1
1+x⋆x⋆≈x⋆,1
conf⇒nf,1
map-tabulate,1
insert⁻,1
↔⇒≡,1
i≤j⇒i≤k⊔j,1
irrelevant-recompute,1
FirstView,1
_⇔-∘_,1
fromWord8sLE,1
replaceExtensions,1
length-removeAt,1
InfiniteDescendingSequence,1
dec-no,1
constᵣ,1
subsetBuild,1
⊆-respʳ-≋,1
zig,1
≤-decPartialOrder,1
gcd′-greatest,1
∣⊖∣-≤,1
solveT,1
TermLemmas,1
_⟪_⟫ˡ_,1
*-distribˡ-sum,1
0≄1,1
≈₋-sym,1
restrict,1
length-⁺++⁺-≤ˡ,1
Center,1
map-zip,1
RightDividesˡ,1
x≤suc[x],1
□-map,1
pos⇒1/pos,1
lift-conv-abs,1
a[modₕ]1≡0,1
PrefixView,1
≤⁺-reflexive-≡,1
unAbs,1
wf⇒asym,1
+-commutativeBand,1
⊆-filter-Sublist,1
_⟶_,1
right-assoc,1
StateTIApplicativeZero,1
not-distribˡ-xor,1
ε-comm,1
primStringFromListInjective,1
partition-↭,1
Poly,1
DCont,1
≈∙-sym,1
"×-wellFounded'",1
Level,1
≤⁺-isTotalOrder-≡,1
Sort-≡-isDecEquivalence,1
_→-reflects_,1
icong-subst-removable,1
i*j≢0,1
⌊n/2⌋≤⌈n/2⌉,1
^≈^ᵘ,1
∣∁p∣≡n∸∣p∣,1
force′-≡,1
length-++⁺,1
IndexedUniverse,1
-m+n≡n⊖m,1
drop-∷-⊂,1
≰-next,1
×-symmetric,1
IsBoundedLattice,1
∙⁺⇒⁺∙,1
word64-injective,1
toℕ-isMonoidHomomorphism-+,1
preserves₂,1
RawComonad,1
lmap,1
x≤y+x,1
toBytestring,1
x<x+1,1
x|xy∧y|xy,1
apply⊤ₙ,1
if-swap-then,1
drop-not-there,1
rawKleeneAlgebra,1
concatMap-++,1
topSort,1
getContext,1
_∪-Fin_,1
pathSeparators,1
⊂-irrefl,1
Plus⇔,1
b≤b,1
mapMaybeIsInj₁∘mapInj₁,1
+-homo-+,1
toℚᵘ-injective,1
insert-congˡ,1
mapAll,1
Meta,1
MonotonicAntitonic,1
⊂-respʳ-≐,1
⊎⇔Any,1
⨆,1
¬composite[0],1
≃-reflexive,1
toℕ-inject₁-≢,1
Inf,1
tails⁺,1
rawIMonad,1
runner,1
showTerm,1
length-++⁺-tail,1
anySubset?,1
arg-info-injective,1
maybeTFunctor,1
+◃-cancel-<,1
⋎⁺₁,1
take-all,1
back⁺,1
⊞-zip,1
∣-isPartialOrder,1
∣p∣≤n,1
skip,1
suc[x]<2[1+x],1
fromAny-injective,1
fromPermutation,1
now-or-never,1
lemma,1
join?,1
m<[1+n%d]⇒m≤[n%d],1
stdin,1
defaultAnn,1
toℚᵘ-isGroupHomomorphism-+,1
listTApplicative,1
Main,1
IsWeakPushout,1
coerce,1
upTo,1
DisjointUnion-inj₁,1
Quotient,1
lookup-rebuild,1
NearSemiring,1
BoundedSemilattice,1
_≡˘⟨_⟩_,1
toℚᵘ-homo‿-,1
negsuc,1
_DistributesOver_,1
MissingExecutable,1
elimˡ,1
acc⇒asym,1
Size,1
_⊎-bijection_,1
rearrange,1
[x+y]∸x≡y,1
map-unzip,1
_⤖_,1
_∘₂′_,1
drop-take-suc,1
traverseArgs,1
<-isStrictPartialOrder-≡,1
∪-∩-absorptive,1
from-yes,1
irrel,1
m≥n⇒m⊓n≡n,1
m∸n≤∣m-n∣,1
+-idempotentMonoid,1
PosetHomomorphism,1
_++ʳ_,1
⊠-match,1
m^n≡1⇒n≡0∨m≡1,1
x≈0⇒fx≈0,1
UniqueNormalForm,1
∸-cancelˡ-≡,1
malformedForallTypeError,1
≤₋-irrelevant,1
primQNameToWord64sInjective,1
does-⇔,1
map-updateAt-local,1
¬≤-next,1
in⊂in,1
RightInverse⇒LeftInverse,1
record′-injective₂,1
word64LE,1
DecidableEquality,1
Termₐ′,1
Any-resp-[σ∘σ⁻¹],1
-1+m≤n⊖m,1
rectangleʳ,1
◃-distrib-+,1
semi,1
invertible⇒≄,1
∣∣-reflexive,1
*-isAbelianGroup,1
ℕᵇ-≡-isDecEquivalence,1
take-suc,1
Levelₙ⁻,1
<ᵇ⇒<,1
colour,1
writerTEmpty,1
subst-∘,1
_ℕ+_,1
getVariableIndices,1
⌊log₂[2^n]⌋≡n,1
Quasiring,1
_↪-∘_,1
RawChoice,1
RingOperatorTerms,1
⊆⇒⊆ₛ,1
s<″s⁻¹,1
drop-all,1
Monoid,1
⊂-Rec,1
coprime-Bézout,1
∈-merge,1
Injective,1
trans-join-hom,1
_⟶_Respects_,1
ForwardKind,1
commutes-with-∪,1
fwd,1
cartesianProductWith-zeroˡ,1
⊔-⊓-commutativeSemiringWithoutOne,1
Eq-to-Eqʰ,1
≈₋-substitutive,1
⊎-transitive,1
IsLeftBolLoop,1
Record,1
double-cancel-≤,1
∷⁺→∷,1
≟-mapₙ,1
Setoid,1
clause-injective₂,1
<⁺-respˡ-≈⁺,1
_+>>=*_,1
⊎-<-transitive,1
mkAlphaEquality,1
flip-Connex,1
map-⊛,1
*-pres-∣,1
weakenFrom,1
contra-diagonal,1
<⁺-cmp-≡,1
abort,1
RawSemimodule,1
*-distribʳ-∣-∣,1
from-⊎,1
∣-∣-cong,1
StarExpansive,1
map-⁺++⁺,1
Respectsʳ,1
<₋-isDecStrictPartialOrder,1
m<1+n⇒m<n∨m≡n,1
commutative,1
checkIsRing,1
RawIMonadT,1
∧-semigroup,1
DoubleNegation,1
⌈n/2⌉≤n,1
RightSemimodule,1
primFloatTimes,1
applyₙ,1
assoc₂,1
↔⇒↪,1
x+[y∸x]≡y,1
quantity,1
EdgePred,1
showDigit,1
∸-monoʳ-<,1
TabularConfig,1
⌈log2⌉,1
p∩q≢∅⇒p─q⊂p,1
empty-unique,1
arg-injective₁,1
¬Fin0,1
∈-insert⁻,1
StateTIApplicative,1
x∉∁p⇒x∈p,1
≥0⇒↥≥0,1
x∈⁅y⁆⇒x≡y,1
invertibleʳ⇒invertibleˡ,1
last-map,1
mergeAll-↭,1
1/-involutive-≡,1
⊎-reflexive,1
_≈⟨⟩_,1
splitAt⁻¹-↑ˡ,1
from-isCongruent,1
_⊐↓_,1
ReaderTIMonadReader,1
1+n≢n,1
From-inj₁,1
↭-transʳ-≋,1
Fin-≤-isDecTotalOrder,1
IsCommutativeMagma,1
+²-identityˡ,1
CommutativeRing,1
ioApplicative,1
sym⇒¬-sym,1
≤-respˡ-≃,1
foldr-preservesʳ,1
takeExtensions,1
Injection,1
Respects₂,1
_⊞_,1
∣-factors,1
0≤n⇒0≤n/d,1
i*j≡0⇒i≡0∨j≡0,1
transitive′,1
member-∉ₖᵥ,1
proj₁ₛ,1
⟦_⟧T,1
x^[m]*y*z≈x^[m]*[y*z],1
empty?,1
isYes≗does,1
upTo-∷ʳ,1
elimʳ,1
writerTApplicative,1
lookup-take-inject≤,1
time′,1
constructSoln,1
"[,]-map",1
quotient>1,1
∨-∧-absorptive,1
Args,1
α-Telescope,1
fx≈fy⇒f[x-y]≈0,1
pat-con-injective₁,1
foldl′,1
m≤n⇒m≤o⊔n,1
Eq⇒≡,1
Sublist-[x]-bijection,1
SizeUniv,1
filter-Sublist,1
arg-info-injective₂,1
Annotated′,1
forth-syntax,1
_>>=-congP_,1
other,1
_⊎-⤖_,1
double[x]≡0⇒x≡0,1
conf⇒unf,1
⊎-respectsˡ,1
↣⇒⟶,1
isApartness,1
lookup-interleave-even,1
interleave-evens-odds,1
a≤n⇒a[modₕ]n≡a,1
