name_unqual,cnt
contractᵣ,4
IsRingWithoutOneIsoMorphism,4
x∣ʳy⇒x∣ʳzy,4
fromMaybe,4
leg₁,4
∧-distrib-⊕,4
_⊑_,4
⊔-operator,4
selfInverse⇒involutive,4
∘-isMagma,4
//-cong₂,4
IsRingWithoutOneMonomorphism,4
∷ₙ-ub,4
comm∧invˡ⇒inv,4
+-isIdempotentMonoid,4
+-group,4
comm∧almostCancelˡ⇒almostCancelʳ,4
lookup-map,4
⊆-disjoint-union,4
x≈y⇒x∙y⁻¹≈ε,4
≤-partialOrder,4
implies,4
IsGroupHomomorphism,4
∷ʳ⁻¹,4
p∤1,4
⊆-mergeʳ,4
length-map,4
∷-rpo,4
flexible,4
comm∧idʳ⇒id,4
⊆-joinˡ,4
comm∧cancelʳ⇒cancelˡ,4
resp,4
x∣ˡy⇒x∣ˡyz,4
⊔-identityʳ,4
_∷ₗ-ub_,4
y≈0⇒x*y≈0,4
uv≈wx⇒yu∙v≈yw∙x,4
∤∤-sym,4
≢-nonZero,4
NormalAPI,4
cartesianProductWith⁺,4
∘-semigroup,4
+-isCommutativeBand,4
comm∧invʳ⇒inv,4
sym⁺,4
∣-respʳ,4
⊓-zeroʳ,4
toView,4
⊕-isMagma,4
idempotentSemiring,4
≈-dec⇒≤-dec,4
step-≃-⟨,4
IsMonoidMonomorphism,4
⟪_⟫⊸,4
uv≈w⇒u[vx∙y]≈w∙xy,4
refl⁺,4
//-isMagmaMonomorphism,4
rawEmpty,4
-ᴹ‿distrib-+ᴹ,4
+-0-rawGroup,4
++↔,4
⊔-congˡ,4
≋-isDecEquivalence,4
⊕-∧-commutativeRing,4
to-isCongruent,4
_≳_,4
comm∧zeˡ⇒zeʳ,4
identity∧middleFour⇒assoc,4
_≤ᵇ_,4
≤ᵇ⇒≤,4
intersectionsWith,4
display,4
commutativeRing,4
≈⇒≡,4
Irrelevant,4
uv≈w⇒x∙wy≈x∙[u∙vy],4
+-abelianGroup,4
∤∤-respʳ-≈,4
≋-decSetoid,4
assoc∧id∧invˡ⇒invʳ-unique,4
\\≗flip-//⇒comm,4
takeWhile,4
comm∧invˡ⇒invʳ,4
x∣ˡy⇒zx∣ˡzy,4
∼-go,4
uncurry,4
init,4
+-*-isCommutativeSemiring,4
⊕-comm,4
uv≈wx⇒yu∙vz≈yw∙xz,4
+-0-isGroup,4
∣-respˡ,4
⊓-congʳ,4
¬-distribˡ-⊕,4
uv≈w⇒xy≈z⇒u[vx∙y]≈wz,4
∧-∨-isDistributiveLattice,4
comm∧distrʳ⇒distrˡ,4
liftWriterT,4
⊕-cong,4
irreflexive,4
⊓-zero,4
∘-id-isMonoid,4
fromAny,4
⊕-∧-isRing,4
assoc∧distribʳ∧idʳ∧invʳ⇒zeˡ,4
_∪_,4
IsGroupMonomorphism,4
≤-isDecPartialOrder,4
testBit,4
lookup-map-weaken-↑⋆,4
+-*-semiring,4
appendFile,4
drop-just,4
rightBol,4
invertibleUnitalMagma,4
∣∣-respˡ-≈,4
_•_,4
intersectionWith,4
tails,4
\\-leftDividesˡ,4
[uv∙w]x≈u[vw∙x],4
M,4
isSemiringIsomorphism,4
Lex-≤,4
Endo,4
Unique-resp-≋,4
<-decidable,4
≈-dec⇒isDecPartialOrder,4
*ᵣ-comm,4
_[_]≔_,4
comm∧distrʳ⇒distr,4
Eq,4
⊕-identity,4
Tree⁺,4
identityʳ-unique,4
+-invertibleMagma,4
∣ʳ-trans,4
∧-∨-distributiveLattice,4
>-nonZero,4
isHomomorphism,4
Key⁺,4
∣-resp,4
Empty,4
IsRingWithoutOneHomomorphism,4
uv≈wx⇒u∙vy≈w∙xy,4
≈-setoid,4
indexedSetoid,4
*-isMonoidIsomorphism,4
comm∧zeˡ⇒ze,4
∙-isMagmaMonomorphism,4
⊔-cong,4
step-≃-⟩,4
//-rightDividesʳ,4
∣ˡ-trans,4
<⇒≉,4
identity∧middleFour⇒comm,4
filter,4
unionsWith,4
fst,4
⊕-inverseʳ,4
⊓-congˡ,4
∨-isMagmaMonomorphism,4
mn-homo,4
snd,4
_<_<_,4
⁻¹-anti-homo-\\,4
∣∣-respʳ-≈,4
uv≈w⇒xu∙v≈xw,4
⊕-identityʳ,4
∥-trans,4
_≃_,4
_+,4
neg-distribˡ-*,4
fromView,4
liftStateT,4
_∷ʳ₂_,4
⊕-⊥-isGroup,4
updateAt,4
∣_∣,4
comm∧zeʳ⇒ze,4
U,4
IsMonoidIsomorphism,4
≈-sym,4
∘-id-monoid,4
putStrLn,4
∧-isMagmaMonomorphism,4
identityˡ-unique,4
⊔-identityˡ,4
+-*-ring,4
drop⁺-⊆,4
get,4
Carrierᵢ,4
foldMap,4
"_,_∷-ub_",4
right-inverse,4
semiringHomomorphism,4
⊕-isSemigroup,4
uv≈w⇒xu∙vy≈x∙wy,4
+-0-isAbelianGroup,4
x≈0⇒x*y≈0,4
isRingMonomorphism,4
Span,4
_∷ᵣ-ub_,4
RawPushout,4
chunksOf,4
∘-magma,4
map-[]≔,4
⁻¹-anti-homo-//,4
⊕-inverseˡ,4
distrib∧absorbs⇒distribˡ,4
#-irrefl,4
leftBol,4
#-cotrans,4
just-equivalence,4
liftReaderT,4
step-∈,4
+-cancelʳ,4
subst∧comm⇒sym,4
comm∧idˡ⇒idʳ,4
Match,4
comm∧cancelˡ⇒cancelʳ,4
//-rightDivides,4
drop⁺-≥,4
⊆-pushoutˡ,4
_<>_,4
semimedialˡ,4
∧-distribˡ-⊕,4
isModuleMonomorphism,4
selfInverse⇒inverseᵇ,4
⊔-congʳ,4
IsMonoidHomomorphism,4
comm∧assoc⇒middleFour,4
assoc∧id∧invʳ⇒invˡ-unique,4
//-rightDividesˡ,4
isLoopMonomorphism,4
⊕-⊥-isMonoid,4
map-unfold,4
algSemilattice,4
∣-isPreorder,4
length-mono-≤,4
selfInverse⇒congruent,4
curry,4
rec,4
isNearSemiringIsomorphism,4
isLatticeMonomorphism,4
semimedialʳ,4
≤⇒≤ᵇ,4
⊔-identity,4
run,4
⊕-assoc,4
≋-length,4
+-invertibleUnitalMagma,4
_∷ʳ₁_,4
++-comm,4
*ₗ-comm,4
comm∧distrˡ⇒distrʳ,4
⊆-upper-bound,4
_==_,4
⊕-⊥-isAbelianGroup,4
≤-isTotalPreorder,4
comm∧idˡ⇒id,4
NonNegative,4
isAlgSemilattice,4
isKleeneAlgebraMonomorphism,4
length-replicate,3
toList∘fromList,3
isHeytingAlgebra,3
`refl,3
_∼⟨_⟩_,3
positive⁻¹,3
_ʳ++_,3
quasigroupHomomorphism,3
sum-syntax,3
antimono⇒cong,3
x≤y⊓z⇒x≤z,3
comm+almostCancelˡ⇒almostCancelʳ,3
comm+idˡ⇒idʳ,3
insertAt,3
left-identity,3
isBooleanAlgebra,3
inject,3
≡⇒,3
foldr₁,3
isOrderMonomorphism,3
≥-poset,3
lexArg,3
1-homo,3
_⁇,3
x≤y⊔x,3
^-congʳ,3
<-transˡ,3
↭-refl,3
*-distribʳ-⊔-nonNeg,3
Irreducible,3
homomorphism,3
zip⁺,3
respectsˡ,3
setoidHomomorphism,3
⊓-isMonoid,3
*-cancelʳ-<-nonNeg,3
sum-cong-≋,3
isPreorderᵢ,3
TList,3
neg,3
sel⇒idem,3
to-≋,3
pow,3
NonEmpty,3
≈-refl,3
replicate-shiftʳ,3
*-cancelˡ-∣,3
xyx⁻¹≈y,3
take-⊆,3
⊆-trans-idʳ,3
∧-∨-isCommutativeSemiring,3
x⊔y≤z⇒x≤z,3
∨-identityˡ,3
x⊔y≤z⇒y≤z,3
*-monoˡ-≤-nonPos,3
lookup-injective,3
⊆-min,3
[<]-injective,3
gfold,3
×-antisymmetric,3
[]++_,3
sum-cong-≗,3
finally,3
ringWithoutOne,3
assoc→,3
negative⁻¹,3
[]⊆-irrelevant,3
*-monoʳ-≤-nonNeg,3
*-distribˡ-⊓-nonPos,3
*-monoʳ-<-neg,3
∈-++⁺ˡ,3
preorderHomomorphism,3
comm+invˡ⇒invʳ,3
*-monoʳ-≤-nonPos,3
_↭_,3
↭-trans,3
↭-reflexive,3
×-idem,3
*-cancelˡ-<-nonPos,3
natural,3
toAny,3
fromStream,3
isLeftBolLoop,3
<-nonZero,3
_>?_,3
cast,3
applyUpTo⁺,3
<-isDecStrictPartialOrder,3
≰-respʳ-≈,3
⊆-trans-idˡ,3
≤-resp₂,3
apartnessRelation,3
suc-pred,3
≥-isPartialOrder,3
ContractingOnOrbits,3
inverseʳ⇒injective,3
all⊆concat,3
pos,3
xs∈xss⇒xs⊆concat[xss],3
map-updateAt,3
inverseˡ⇒strictlyInverseˡ,3
step-↭-⟨,3
`sym,3
^-isMagmaHomomorphism,3
++⁺∘++⁻,3
respˡ-≋,3
removeAt,3
position,3
*-cancelˡ-≡,3
lemma₂,3
⁻¹-anti-homo‿-,3
IsSemiMetric,3
_[_]%=_,3
Σ,3
fromStart,3
op-<$>,3
Definite,3
*-monoˡ-<-pos,3
⊥-elim,3
_∼[_]_,3
inverseᵇ,3
through→,3
StrictlyContracting,3
Fin,3
∧-∨-isSemiring,3
to∈∘from∈≗id,3
*-monoˡ-∣,3
isAlmostCommutativeRing,3
comm+invʳ⇒invˡ,3
*-cancelʳ-<-nonPos,3
comm+idʳ⇒idˡ,3
≥-reflexive,3
x≤y⇒z⊓x≤y,3
x⊔y≈y⇒x≤y,3
updateAt-commutes,3
⊔-zero,3
Positive,3
x⊓y≤x,3
lookup-iterate,3
Any-resp-⊆,3
lookup-index,3
*-distribˡ-⊔-nonNeg,3
⊔-monoid,3
y*x^m*y^n≈x^m*y^[n+1],3
×1-homo-*,3
inverseʳ⇒strictlyInverseʳ,3
_⊎_,3
any,3
comm+cancelˡ⇒cancelʳ,3
≥-trans,3
from∈-injective,3
star,3
x⊓y≤y,3
there-injective,3
step-∣,3
flex,3
sum⁺-syntax,3
×-respects₂,3
innerLex,3
⊔-zeroˡ,3
Stream,3
+-cancelˡ-≡,3
≥-antisym,3
⊓-monoid,3
∣-reflexive,3
<-transʳ,3
*-cancelˡ-≤-neg,3
×-decidable,3
*-cancelʳ-≡,3
≥-refl,3
_∈ᴿ_,3
IsProtoMetric,3
updateAt-cong-local,3
_∉ᴿ_,3
_▷_,3
eat,3
*-distribˡ-⊔-nonPos,3
++-isMagma,3
head⁺,3
∧-identityˡ,3
∧-∨-commutativeSemiring,3
nonPositive,3
drop-drop,3
suc#-homo,3
*-distribˡ-⊓-nonNeg,3
⊆-trans-assoc,3
comm+cancelʳ⇒cancelˡ,3
WeaklyDecidable,3
boundedJoinSemilattice,3
ν,3
rawLattice,3
[]⁻¹ᴹ,3
+-0-group,3
Item,3
++⁻ʳ,3
nonNegative⁻¹,3
strictlySurjective⇒surjective,3
inverseᵇ⇒bijective,3
∨-identityʳ,3
updateAt-cong,3
x≤y⇒x⊓z≤y,3
prod,3
comm+almostCancelʳ⇒almostCancelˡ,3
*-monoʳ-∣,3
ArgType,3
⟨module⟩,3
IsPreMetric,3
×-transitive,3
zipWith-cong,3
left-zero,3
toPointwise,3
*-cancelʳ-∣,3
shape,3
Interleaving,3
shrinkDisjointˡ,3
x⊔y≈x⇒y≤x,3
++-isMonoid,3
to∈-injective,3
neg-distrib-+,3
sup,3
×-homo-1,3
lookup-replicate,3
rawApplicativeZero,3
updateAt-id,3
++-monoid,3
fromNat,3
⊆-max,3
expression,3
Contracting,3
boundedMeetSemilattice,3
≰-respˡ-≈,3
length-++,3
updateAt-updates,3
^-isMonoidHomomorphism,3
recompute-constant,3
x⊓y≈x⇒x≤y,3
∨-∧-isSemiring,3
Bounded,3
length-zipWith,3
contraInjective,3
Stable,3
TriangleInequality,3
insertAt-removeAt,3
induction,3
/✶-↑✶,3
≈-subst,3
PreMetric,3
×-reflexive,3
*-cancelʳ-≤-pos,3
wordsByᵇ,3
+-cancelʳ-≡,3
nonPositive⁻¹,3
++⁻∘++⁺,3
sum-replicate,3
SemiMetric,3
++-identity,3
[x]⊆xs⤖x∈xs,3
updateAt-minimal,3
++-isSemigroup,3
command,3
Constraint,3
from-to,3
x⊓y≈y⇒y≤x,3
Tm,3
comm+invˡ⇒inv,3
merge,3
toInfix,3
+-cancel,3
force,3
∣∣-trans,3
ArgChunk,3
tail-⊆,3
tillEnd,3
⁻¹-involutive,3
Arg,3
steps,3
×-congˡ,3
positive,3
here-injective,3
*-distribʳ-⊓-nonPos,3
sum-init-last,3
ProtoMetric,3
StrictlyContractingOnOrbits,3
×ᵤ≈×,3
0-homo,3
⊔-isMonoid,3
zipWith-comm,3
through←,3
suc#,3
Printf,3
[≤]-injective,3
lemma₁,3
⊔-zeroʳ,3
singleton⁺,3
_∸_,3
∈-tabulate⁺,3
distributiveLattice,3
rawQuasigroup,3
dot,3
Range,3
∣-refl,3
1+×,3
Exp,3
takeWhile⊆filter,3
monoidHomomorphism,3
strictlyInverseˡ⇒inverseˡ,3
_⋦_,3
recompute,3
<-compare,3
associative,3
*-commutativeMagma,3
well-founded,3
replicate⁻,3
flip,3
right-zero,3
+-*-rawRing,3
⊓-identityˡ,3
zero#-homo,3
_⋎_,3
map-zipWith,3
Recomputable,3
++-semigroup,3
bind,3
truncate,3
*-monoidHomomorphism,3
takeWhile-⊆,3
inverseˡ⇒surjective,3
comm+zeˡ⇒zeʳ,3
∣-preorder,3
∨-identity,3
sep,3
*-monoˡ-≤-nonNeg,3
QuasiSemiMetric,3
*-distribʳ-⊔-nonPos,3
_≅⟨_⟩_,3
meta,3
drop-⊆,3
Closed,3
shift,3
wordsBy,3
lower,3
≥-preorder,3
TranslationInvariant,3
∁,3
mapWith∈⁺,3
NonPositive,3
≈-decSetoid,3
removeAt-insertAt,3
W,3
Transitive,3
all,3
x≤y⇒x≤y⊔z,3
*-distribʳ-⊓-nonNeg,3
∈-map⁺,3
right-identity,3
`trans,3
interchange,3
Reflexive,3
μ,3
respʳ-≋,3
∧-identity,3
lemmas₅,3
implication,3
comm+invʳ⇒inv,3
DistanceFunction,3
commutativeSemiringWithoutOne,3
mono⇒cong,3
ringWithoutOneHomomorphism,3
getArgs,3
×-homo-0,3
shrinkDisjointʳ,3
congruent,3
∨-∧-commutativeSemiring,3
⊛⁺,3
x≤y⊓z⇒x≤y,3
zipWith-flip,3
*-cancelˡ-<-nonNeg,3
respectsʳ,3
string,3
IsQuasiSemiMetric,3
zero#,3
Result,3
↭-sym,3
∈-++⁺ʳ,3
x≤y⇒x≤z⊔y,3
comm+zeʳ⇒zeˡ,3
<-resp₂-≡,3
Prime,3
Appending,3
∧-complementʳ,3
mapₙ,3
length-mono,3
⁻¹-injective,3
*-monoˡ-<-neg,3
lookup⁻,3
∧-identityʳ,3
updateAt-id-local,3
*-monoʳ-<-pos,3
is-ε,3
Indiscernable,3
rawMonad,3
≤-decPoset,3
solve-∀,3
*-cancelˡ-≤-pos,3
*-suc,3
∈-lookup,3
∨-complementʳ,3
filter⊆dropWhile,3
≈-isDecEquivalence,3
≥-isPreorder,3
x≤x⊔y,3
*-cancelʳ-≤-neg,3
Regex,3
++⁻ˡ,3
foldl₁,3
step-↭-⟩,3
lookupKey,3
dropWhile-⊆,3
_⋧_,3
[]⊆-universal,3
strictlyInverseʳ⇒inverseʳ,3
map-replicate,3
sum-replicate-idem,3
padRight,3
tail⁺,3
equal,3
⊓-identityʳ,3
sum-replicate-zero,3
∨-∧-isCommutativeSemiring,3
⊓-identity,3
surjective⇒strictlySurjective,3
lcm,2
`step,2
IsBoundedJoinSemilattice,2
dualIsBoundedJoinSemilattice,2
mkIrred,2
∣p∣≡p⇒0≤p,2
_^[_]*_,2
step-⊏,2
[]=-injective,2
accessible′,2
\\-isMagmaIsomorphism,2
dualJoinSemilattice,2
∼ᵢ-resp-≈ᵢ,2
_atₛ_,2
≡-isDecTotalOrder,2
y≤x⇒x∧y≈y,2
ε⁻¹≈ε,2
neg-cancel-≤,2
IndexedPreorder,2
map-drop,2
groupHomomorphism,2
∩-band,2
⇨-eval,2
arg,2
x*lemma,2
runDoc,2
xy∙z≈y∙xz,2
+-inverseʳ-unique,2
listen,2
subst-is-cast,2
↔-sym,2
`lift,2
Theseₗ,2
∑-distrib-+,2
_divMod_,2
∈-length,2
∪-commutativeMonoid,2
greatest,2
∪-magma,2
sum-permute,2
∣p*q∣≡∣p∣*∣q∣,2
∣-∣-nonNeg,2
toℕ-cancel-≤,2
map-compose,2
foldr-selective,2
+-groupHomomorphism,2
1/_,2
∧-⊤-isMonoid,2
sup-injective₁,2
map′,2
IsBoundedMeetSemilattice,2
∪-semigroup,2
mapWith∈≗map,2
IsAlmostCommutativeRing,2
stripExtension,2
_∷ₙ-Sep_,2
IsUltraMetric,2
zipWith-zeroˡ,2
∈∅⋆-inv,2
1∣_,2
zipWith-replicate,2
⇨-distribˡ-∨-∧-≤,2
<-asymmetric,2
does,2
^-cong₂,2
lookupTries⁺,2
collapse₁,2
splitExtensions,2
Metric,2
⊆-⊂-trans,2
take-map,2
canonicalizePath,2
max-mono-⊆,2
∪-∩-isDistributiveLattice,2
algLattice,2
∷-Sepˡ,2
→-to-⟶,2
_mod_,2
∩-zeroʳ,2
×-distrib-+,2
≡-preorder,2
≈-dec⇒≥-dec,2
unfold-wfRec,2
#nodes,2
drop-∷,2
IsRightModuleIsomorphism,2
findFileWith,2
cotrans,2
x∙yz≈y∙zx,2
disjoint?,2
renamePath,2
v≤f[argmin]⁺,2
UnexpectedEndOfString,2
∈-map∘filter⁻,2
append,2
+-inverseˡ-unique,2
lookupValue,2
insertAt-punchIn,2
gcd-assoc,2
removeDirectoryLink,2
getDirectoryContents,2
exitSuccess,2
ExitCode,2
Π↔Π,2
∸-monoˡ-≤,2
node-injectiveˡ,2
*-isUnitalMagma,2
filter⁺′,2
*-isMagmaIsomorphisn,2
numerator,2
∙-isMagmaIsomorphism,2
≥-total,2
"gcd[0,0]≡0",2
IsLatticeMonomorphism,2
removeAt-punchOut,2
split-∣,2
step-⬻,2
xy∙xx≈x∙yxx,2
^-distribˡ-+-*,2
reverseInjection,2
f[argmin]≤v⁺,2
max<v⁺,2
guard,2
∪-isSemigroup,2
foldr-ʳ++,2
runIdentity,2
ε∣ˡ_,2
[-],2
Covec,2
solve-macro,2
map-concat,2
max[xs]<max[ys]⁺,2
flat,2
step-↔-⟨,2
_∷ʳ′_,2
++↭ʳ++,2
wk-↑⋆-⊙-wk,2
←⌊_⌋,2
Natural,2
IsSemiringHomomorphism,2
step-⟶*,2
⇨-distribˡ-∨-∧,2
1+×′,2
⊆′-U,2
-‿distribʳ-*,2
divides,2
nonNeg,2
split-∣1,2
⇒→,2
∣ʳ-refl,2
prep,2
∣p∣≡p∨∣p∣≡-p,2
getSearchPath,2
IsSemiringIsomorphism,2
medial,2
scanr,2
mono-<-distrib-⊔,2
cast-is-id,2
removeDirectory,2
identical,2
label,2
∪-isIdempotentCommutativeMonoid,2
reverse-injective,2
⊎-comm,2
x∙yz≈xz∙y,2
∨-complement,2
Command,2
∪-distribˡ-∩,2
_>>=-cong_,2
Rel,2
take-zipWith,2
⊆-↭-isPreorder,2
min≈v⁺,2
modality,2
<-isDenseLinearOrder,2
separator₁,2
_∣?_,2
≤-transitive,2
Universal,2
×′-cong,2
U-Universal,2
length-equal,2
castʳ,2
f[argmax]<v⁺,2
≡-poset,2
xs⊆x∷xs,2
fromFunction,2
sum-++,2
filter⁻,2
≲-go,2
unique⇒irrelevant,2
p≤q⊓r⇒p≤q,2
⊎-isCommutativeMonoid,2
⊎-assoc,2
isHeytingField,2
⊎-identityˡ,2
render,2
∘-correct,2
∩-zeroˡ,2
app-var,2
runList⁺T,2
∪-abs-∩,2
gcd,2
assoc+id+invʳ⇒invˡ-unique,2
IsKleeneAlgebraHomomorphism,2
∨-⊥-isCommutativeMonoid,2
equivalent,2
*≡*,2
IsRingIsomorphism,2
formatSpec,2
toList-map,2
close,2
Ordering,2
drop-iterate,2
createDirectoryLink,2
Linked⇒All,2
Resp,2
∪-isCommutativeMonoid,2
never,2
laterˡ,2
that,2
0≟_,2
×-poset,2
split,2
IsLeftModuleIsomorphism,2
min≤xs,2
_÷_,2
length-drop,2
removePathForcibly,2
coprime?,2
∈-filter⁺,2
lcm-least,2
InvalidType,2
rhs≤lhs,2
step-↔-⟩,2
fromList∘toList,2
Σ-assoc,2
mapM′,2
+-cancel-≡,2
map-repeat,2
Chunk,2
↭-reverse,2
nonNeg*nonNeg⇒nonNeg,2
∷ᵣ-cospan,2
Any-×⁻,2
×-strictPartialOrder,2
//-isMagmaIsomorphism,2
getXdgDirectoryList,2
⇨-distribˡ-∧-≥,2
UltraMetric,2
∪-semilattice,2
evens,2
⊎-identity,2
IsSemimoduleMonomorphism,2
xy∙z≈yx∙z,2
toℕ-mono-<,2
×-identityˡ,2
getAppUserDataDirectory,2
combine,2
<-respˡ-≡,2
×-respectsˡ,2
shape⊸,2
system,2
lookup-cast,2
hGetBuffering,2
IsLeftSemimoduleMonomorphism,2
inits⁺,2
posetHomomorphism,2
≥-isTotalOrder,2
toℕ-fromℕ,2
map-∷=,2
_≳⟨_⟩_,2
cycle,2
-‿injective,2
binomialExpansion,2
swap↔,2
×-Lex,2
AllPairs,2
*-cancelʳ-nonZero,2
g-ext,2
toAny∘fromAny≗id,2
∈-applyUpTo⁺,2
⇔⌊_⌋,2
f[argmin]≤f[xs],2
∩-commutativeMonoid,2
seq,2
∥-refl,2
_⋆C_,2
p≤q⇒r⊓p≤q,2
∧-idempotent,2
tabulate-cong,2
x≤y⇒x∨y≈y,2
∪-band,2
map-++-commute,2
Inverse,2
neg-involutive,2
swapₛ,2
isString,2
*-distribˡ-∸,2
nonTrivial,2
lookupWith,2
∈-deduplicate⁻,2
case₃,2
isNearring,2
",-injectiveʳ",2
getProgName,2
<-antisym,2
-+,2
IRel,2
K-trans,2
×-total,2
max≤v⁺,2
⟪_⟫C,2
neg-mono-<,2
IsBisemimoduleMonomorphism,2
¬Any[],2
isAlgLattice,2
∣-p∣≡∣p∣,2
scanr+,2
map-ʳ++,2
×-monoid,2
∈ε∙e-inv,2
cast-trans,2
map-cycle,2
Position,2
neg-cancel-<,2
×-semigroup,2
xs≮[],2
^-identityʳ,2
-‿involutive,2
⇨ʳ-covariant,2
∈-map∘filter⁺,2
∸-+-assoc,2
nats,2
product,2
x∙yz≈zy∙x,2
*-monoʳ-≤,2
concat⁻∘++⁺ʳ,2
Cxt,2
xy∙z≈xz∙y,2
deMorgan₂,2
text,2
x[y-z]≈xy-xz,2
runListT,2
∼ᵢ-respˡ-≈ᵢ,2
++[]⁻¹,2
SK-sym,2
∈-∷⁺ʳ,2
-‿anti-homo-+,2
∪-assoc,2
separateˡ,2
Vec,2
assocˡ,2
alter,2
^-isSemigroupMorphism,2
deleteTries⁺,2
isMonomorphism,2
>-irrefl,2
≤-dec,2
neg-distrib-⊔-⊓,2
p⊓q≤p⊔q,2
>⇒≢,2
≤∧≮⇒≡,2
Any-×⁺,2
coherent,2
searchND,2
de-morgan₂-≤,2
derun⁺,2
IsRingMonomorphism,2
IsModuleHomomorphism,2
++-injectiveʳ,2
applyUpTo⁻,2
<-transitive,2
merge-↭,2
deduplicate-!,2
fromEq,2
concat⁻∘++⁺ˡ,2
starDestructiveˡ,2
least,2
unzipWith*,2
suc-+,2
↭-go,2
×′-homo-+,2
Unique[x∷xs]⇒x∉xs,2
+-,2
IsLeftModuleHomomorphism,2
derun⁻,2
Any-resp-↭,2
xs≤max,2
leftBolLoop,2
lookupEnv,2
∃∃↔∃∃,2
ceiling,2
setoidIsomorphism,2
fromVec∘toVec,2
∈-tabulate⁻,2
step-⊑,2
∈-∃++,2
∪-identity,2
InducedEquivalence₁,2
Lattice,2
∣ˡ-reflexive,2
right-distributive,2
Lemma,2
⊆[]⇒≡[],2
drop-inj₁,2
_op,2
isBooleanAlgebraʳ,2
meta-injective,2
icong,2
findExecutables,2
neg-injective,2
nanoseconds,2
witness,2
_⇔_,2
≡-isPreorder,2
prop,2
Related,2
app-←,2
isOrderIsomorphism,2
BoundedMeetSemilattice,2
map↔,2
fromFin,2
Κ,2
test,2
∈-derun⁻,2
0∣⇒≡0,2
linesBy,2
x//ε≈x,2
swap-involutive,2
∣-go,2
∣m+n∣m⇒∣n,2
denominator-1,2
drop-zipWith,2
ε\\x≈x,2
xy∙z≈y∙zx,2
∈-cartesianProduct⁻,2
flatten,2
weaken-∷,2
success,2
sort-↭ₛ,2
begin-apartness_,2
toFin,2
_∷ₗ-Sep_,2
chunksOfAcc,2
setoidMonomorphism,2
sum-remove,2
⊎↔,2
clearBit,2
All-resp-↭,2
∈-insert,2
joinˡ⁻,2
f[argmin]≤f[⊤],2
x∙yz≈x∙zy,2
∨-isMagmaIsomorphism,2
JoinSemilattice,2
min[xs]≤min[ys]⁺,2
AlmostCommutativeRing,2
⊎-isMagma,2
getLine,2
de-morgan₁,2
∪-identityˡ,2
inits⁻,2
[_]-Equality,2
×-isStrictPartialOrder,2
v≤min⁺,2
step-⤖,2
inverseˡ-unique,2
denominator,2
unalignWith,2
<-antisymmetric,2
relative,2
parens,2
readMaybe,2
¬[]<[],2
strengthen,2
IsLoopMonomorphism,2
∅-⊆′,2
toWitness,2
⇨-distribˡ-∧,2
null,2
IsQuasigroupIsomorphism,2
∨-complementˡ,2
v<f[argmin]⁺,2
"term₂[n,n+1]≈0#",2
nearring,2
⊆∷⇒∈∨⊆,2
toVec∘fromVec,2
quadrilateral₁,2
op-⊛,2
Tries⁺,2
^-zeroˡ,2
∷ₙ-cospan,2
bot,2
exitWith,2
x∙yz≈yz∙x,2
mapWith∈↔,2
Func,2
×-isMonoid,2
allPairs?,2
middleBol,2
⊆-↭-preorder,2
IsMetric,2
splitFileName,2
node-injectiveʳ,2
⊆-U,2
linesByᵇ,2
ap-repeat,2
any⁺,2
∈-resp-≋,2
∪-∩-isLattice,2
Induced-equivalence,2
∣m⇒∣m*n,2
absurd-clause,2
assoc+distribˡ+idʳ+invʳ⇒zeʳ,2
IsRightModuleMonomorphism,2
deleteWith,2
id-is-foldr,2
recompute-irrelevant-id,2
_⇓,2
fromWitness,2
sequence′,2
refine,2
_≟ᵢ_,2
left-right,2
InducedRelation₂,2
withCurrentDirectory,2
×-respectsʳ,2
mapMaybe⁺,2
∈-concat⁻,2
withArgs,2
makeRelative,2
∩-distribˡ-∪,2
lift-resp,2
deduplicate⁻,2
∣p-q∣≤∣p∣+∣q∣,2
extractRelTo,2
toList-reverse,2
⊥↔Any⊥,2
isQuasigroupIsomorphism,2
⋃,2
response,2
nonPos,2
BoundedLattice,2
map-is-foldr,2
commonDivisor,2
_≅_,2
El,2
⇨ˡ-contravariant,2
⇒←,2
InducedEquivalence₂,2
foldr-map,2
Zipper,2
Π,2
∪-distrib-∩,2
runMaybeT,2
createFileLink,2
name,2
argmax[xs]<argmax[ys]⁺,2
neg<pos,2
odds,2
laterʳ,2
∪-isMonoid,2
wk-⊙-∷,2
∈-applyDownFrom⁻,2
f[argmax]≤v⁺,2
⊟-hom,2
eq,2
^-isMonoidMorphism,2
⊎-magma,2
≃-sym,2
xy∙z≈zx∙y,2
updateAt-updateAt-local,2
term₁+term₂≈term,2
Finite,2
findFile,2
∧-complement,2
f[argmin]<v⁺,2
isSplitSurjection,2
∩-zero,2
_≄_,2
≡-antisym,2
subst+comm⇒sym,2
drop-inj₂,2
⊎-isMonoid,2
weak-lem,2
Trie⁺,2
step⁻¹,2
neg⇒nonZero,2
xy≈z⇒x∣z,2
`[],2
Kind,2
runSumᵣT,2
top,2
x≤y⇒x⊓y≈x,2
getHomeDirectory,2
map-chunksOf,2
v≤max⁺,2
para,2
mono-<-distrib-⊓,2
lookup∘updateAt,2
_·_,2
i≤n,2
x∣xy,2
node-injective-bal,2
collapse₂,2
